book_name;book_author
O SEGREDO DE LEONARDO DA VINCI;GERONIMO STILTON
O SEGREDO DO AVÔ URSO;PEDRO MANÃS
O SEGREDO DO CONDE DA FAIA;MARIA JOÃO LOPO DE CARVALHO
O SEGREDO DO CROCODILO NINO ;K. G. STONE
O SEGREDO DO PAPA-FORMIGAS;BEATRIZ OSÉS
O SEGREDO DO RIO ;MIGUEL SOUSA TAVARES
O SENHOR CAVALO-MARINHO;ERIC CARLE
O SENHOR DE CORINDE;RAUL CORREIA
O SENHOR DO SEU NARIZ E OUTRAS HISTÓRIAS;ÁLVARO MAGALHÃES
O SENHOR DO SEU NARIZ E OUTRAS HISTÓRIAS ;ÁLVARO MAGALHÃES
O SENTIDO DA VIDA;OSCAR BRENIFIER
O SEXTO ANO NO COLÉGIO DE SANTA CLARA;ENID BLYTON
O SILÊNCIO DA ÁGUA;JOSÉ SARAMAGO
Ó SIMÃO, SEU TRAPALHÃO, JÁ ARMASTE CONFUSÃO! ;CARLOS ALBERTO SILVA
O SOLDADINHO DE CHUMBO;HANS CHRISTIAN ANDERSEN
O SOLDADO JOÃO;LUÍSA DUCLA SOARES
O SONHO DA RECICLAGEM;RITA SOFIA FERREIRA
O SONHO DE CRISTIANO;ANDREIA VIDAL
O SONHO DE MARIANA;ANTÓNIO MOTA
O SONHO DE MARIANA ;ANTÓNIO MOTA
O SONHO DO CRISTIANO;ANDREIA VIDAL
O SONHO É…;JOSÉ JORGE LETRIA
O SORRISO DE MONA RATISA;GERONIMO STILTON
O SR. TIGRE TORNA-SE SELVAGEM;PETER BROWN
O SUPER LEITÃO COR DE LARANJA ;PEDRO LEITÃO
O SUPER LEITÃO COR DE LARANJA ;PEDRO LEITÃO.
O TAPETE VOADOR DA MIMI ;VALERIE THOMAS
O TEMPLO DO RUBI DE FOGO;GERONIMO STILTON
O TÊPLUQUÊ E OUTRAS HISTÓRIAS;MANUEL ANTÓNIO PINA
O TÊPLUQUÊ E OUTRAS HISTÓRIAS ;MANUEL ANTÓNIO PINA
O TESOURO;MANUEL ANTÓNIO PINA
O TESOURO DO CASTELO DO REI;ANABELA MIMOSO
O TESOURO DOS ANTIGOS MAIAS;GERONIMO STILTON
O TESOURO DOS GOLFINHOS AZUIS;TEA STILTON
O TEU CORPO É TEU! ;RACHEL BRIAN
O TIO DESAFIO;ANA MARIA MAGALHÃES E ISABEL ALÇADA
O TOM RATÃO E A RATA TOMASA;MARISA NÚÑEZ
O TOQUE DO DRAGÃO;SARAH PRINEAS
O TRASEIRO DO REI;RAQUEL SAIZ
O TRONO DO REI ESCAMIRO;ANTÓNIO TORRADO
O TUBARÃO NA BANHEIRA;DAVID MACHADO
O TUCANO;GAIA VOLPICELLI
O ÚLTIMO DOS MOICANOS;JAMES FENIMORE COOPER
O UNIVERSO;VÁRIOS
O UNIVERSO TODO DENTRO DE MIM?!!;FÁTIMA ÉFFE
O URSO BARULHINHOS;NORBERT LANDA
O URSO E A FORMIGA;LUÍSA DUCLA SOARES
O URSO E O PIANO;DAVID LITCHFIELD
O URSO RESMUNGÃO;STEVE SMALLMAN
O VALE DOS MOINHOS;NOELIA BLANCO
O VALOR DA AUDÁCIA : A HISTÓRIA DO CAPITÃO COOK;ANN DONEGAN JOHNSON
O VAMPIRO DO DENTE DE OURO (TRIÂNGULO JOTA);ÁLVARO MAGALHÃES
O VEADO FLORIDO;ANTÓNIO TORRADO
O VELEIRO FANTASMA ;TEA STILTON
O VELHO E O MAR;ERNEST HEMINGWAY
O VELHO, O RAPAZ E O BURRO;FÁTIMA SOBRAL
O VELOCIRAPTOR ,VOLUME7, O MUNDO DOS DINOSSAUROS;ANTONELLA ANTONELLI E AUGUSTO MACCHETTO
O VENTO BATEU À PORTA;CARLOS PAIXÃO
O VOO DA JOANINHA;MARIA ANTÓNIA AZEVEDO
O VOO DO GOLFINHO;ONDJAKI
O ZÉ E AS ESTAÇÕES;LUÍSA DUCLA SOARES
OBÉLIX E COMPANHIA;RENÉ GOSCINNY
OBRIGADO POR TOMARES CONTA DOS NOSSOS ANIMAIS DE ESTIMAÇÃO;TIM HOPGOOD
OCTOCUECAS;SUZY SENIOR
OH!;JOSSE GOFFIN
OH! UM CÃO COMEU O MEU TRABALHO DE CASA;CHARLES M. SCHULZ
OH, AS CORES!;JORGE LUJÁN
OH, NÃO!;ROTRAUT SUSANNE BERNER
OH, NÃO! ADOTEI UM ELEFANTE!;DAVID WALLIAMS
OH, QUE LINDO QUE É O PANAMÁ;JANOSCH
OLÁ, EU SOU UM LIVRO!;RUI GRÁCIO
OLÁ, FAROL!;SOPHIE BLACKALL
OLÁ, SOU O MARVIN, E NÃO TENHO MEDO DE NADA!;DOMINIQUE MERTENS
OLIVIA;IAN FALCONER
OLÍVIA- A RAPOSA FURIOSA;THOM PICO
OLÍVIA- O GÉNIO ESPERTALHÃO;TOM PICO
OMBELA- A ORIGEM DAS CHUVAS;ONDJAKI
ONDE ACABA O ARCO-ÍRIS;ANA VICENTE
ONDE COMEÇA A FELICIDADE;EVA ELAND
ONDE COMEÇA A FELICIDADE ;EVA ELAND
ONDE ESTÁ A MINHA MÃE?;ANTÓNIO MOTA
ONDE ESTÁ O WALLY?;MARTIN HANDFORD
ONDE ESTÁS, MIMIKO?;BRIGITTE WENINGER
ONDE METO O MEU NARIZ?;CONCEIÇÃO AREIAS
ONZE DAMAS ATREVIDAS;XOSÉ GONZÁLEZ
ONZE DAMAS ATREVIDAS;XOSÉ M. GONZÁLEZ
ORELHAS ÀS AVESSAS;NEIL CONNELLY
ORELHAS DE BORBOLETA;LUISA AGUILAR
OS (MINI)SETE- UMA AVENTURA A CAMINHO DE CASA ;ENID BLYTON
OS 101 DÁLMATAS;DODIE SMITH
OS 101 DÁLMATAS;WALT DISNEY
OS 102 DÁLMATAS;DODIE SMITH
OS 12 MESES DO ANO EM POP-UP;PEGGY NILLE
OS AMIGOS DA MENINA DO MAR ;RAQUEL GASPAR
OS AMIGOS DE LIA;INÊS DE OLIVEIRA
OS AMORES DO CONQUISTADOR;VITOR MESQUITA
OS ANIMAIS;DANIELLE BECK
OS ANIMAIS;WALT DISNEY
OS ANIMAIS DA FLORESTA;CHRISTOPHE HUBLET
OS ANIMAIS DA QUINTA- A CORUJA ;CHRISTINE SEBOURCE
OS ANIMAIS FANTÁSTICOS;JOSÉ JORGE LETRIA
OS ANIMAIS FANTÁSTICOS ;JOSÉ JORGE LETRIA
OS ANIMAIS SELVAGENS;CHARLES-HENRY VERMONT
OS ARISTOGATOS;WALT DISNEY
OS ARISTOGATOS;
OS BEBÉS DA SELVA;WALT DISNEY
OS BISNAUS VÃO À ESCOLA;JOSÉ FANHA
OS BOLOS PREFERIDOS D´OBÉLIX;RENÉ GOSCINNY
OS BOMBONS ;SILVANA CARNEVALI ROCCA
OS CAVALEIROS DA TÁVOLA REDONDA;LUIZ GALDINO
OS CINCO;ENID BLYTON
OS CINCO E A ILHA DO TESOURO;ENID BLYTON
OS CINCO E A PASSAGEM SECRETA;ENID BLYTON
OS CINCO E O COMBOIO FANTASMA;ENID BLYTON
OS CINCO E O COMBOIO FANTASMA ;ENID BLYTON
OS CINCO E O COMBOIO-FANTASMA;ENID BLYTON
OS CINCO E OS CONTRABANDISTAS;ENID BLYTON
OS CINCO E OS RAPTORES;ENID BLYTON
OS CINCO NA CASA DO MOCHO;ENID BLYTON
OS CINCO NA ILHA DO TESOURO;ENID BLYTON
OS CINCO NO LAGO NEGRO;ENID BLYTON
OS CINCO- NOVA AVENTURA DOS CINCO;ENID BLYTON
OS CINCO VOLTAM À ILHA;ENID BLYTON
OS DESASTRES DE SOFIA;CONDESSA DE SÉGUR
OS DESCENDENTES - A ILHA DOS PERDIDOS;MELISSA DE LA CRUZ
OS DESERTOS;MICHAEL CHINERY
OS DIREITOS VÃO À ESCOLA;CELESTE DE ALMEIDA GONÇALVES
OS ESQUILOS QUE NÃO SABIAM PARTILHAR;RACHEL BRIGHT
OS EXTRATERRESTRES SÃO DOIDOS POR CUECAS;CLAIRE FREEDMAN 
OS HERÓIS DE RAPUNZEL;WALT DISNEY
OS HERÓIS MAIS PODEROSOS DA MARVEL - OS VINGADORES;MIKE CAREY
OS IDIOTAS;ROALD DAHL
OS INCRÍVEIS DINOSSAUROS GIGANTES;MARIE GREENWOOD
OS INDOMÁVEIS F. C. - LIVRO 1: O MUNDO É UMA BOLA;ÁLVARO MAGALHÃES
OS INDOMÁVEIS F. C. - LIVRO 10:  NÃO FAÇAM A BOLA CHORAR;ÁLVARO MAGALHÃES
OS INDOMÁVEIS F. C. - LIVRO 11: OPERAÇÃO BOLA DE FOGO;ÁLVARO MAGALHÃES
OS INDOMÁVEIS F. C. - LIVRO 13: O CRAQUE QUE VEIO DE LONGE;ÁLVARO MAGALHÃES
OS INDOMÁVEIS F. C. - LIVRO 6: E AGORA FUTEBOL A SÉRIO;ÁLVARO MAGALHÃES
OS IRMÃOS KOALA ENSINAM AS BOAS MANEIRAS;VÁRIOS
OS LÁPIS QUE SALVARAM O UNICÓRNIO;MONICA SWEENEY
OS LOBOS QUE VIERAM PARA O JANTAR ;STEVE SMALLMAN
OS MAIS BELOS CONTOS DE GRIMM;IRMÃOS GRIMM
OS MAIS BELOS CONTOS DE PERRAULT;CHARLES PERRAULT
OS MAUZÕES - EPISÓDIO 1;AARON BLABEY
OS MAUZÕES - EPISÓDIO 4;AARON BLABEY
OS MEDOS NÃO DURAM PARA SEMPRE;ELIZABETH VERDICK
OS MELHORES BEIJINHOS;JOANNA WALSH
OS METAIS, NASCIDOS DA TERRA E DO FOGO;JEAN-PIERRE REYMOND
OS MEUS AMIGOS;ANTÓNIO TORRADO
OS MEUS AMIGOS E EU;MARÍA MAÑERU
OS MEUS OLHOS DE AFONSO;CATARINA FURTADO
OS MEUS PEQUENOS HERÓIS- LEONARDO DA VINCI ;JAVIER ALONSO
OS MILAGRES DE MIRANDA ;SIOBHÁN PARKINSON
OS MINI CINCO - BOM TRABALHO, CINCO!;ENID BLYTON
OS MINI CINCO - GRANDE TIM!;ENID BLYTON
OS MINI SETE - UMA AVENTURA A CAMINHO;ENID BLYTON
OS MINI-CINCO - GRANDE TIM!;ENID BLYTON
OS MINI-CINCO- BOM TRABALHO, CINCO!;ENID BLYTON
OS MINI-CINCO- FELIZ NATAL, CINCO!;ENID BLYTON
OS MINI-CINCO- GRANDE TIM!;ENID BLYTON
OS MINI-CINCO- O CORTE DE CABELO DA ZÉ;ENID BLYTON
OS MINI-CINCO- O TIM PERSEGUE UM GATO!;ENID BLYTON
OS MINI-CINCO- OS CINCO SALVAM O CORDEIRINHO;ENID BLYTON
OS MINI-CINCO- UM ANIVERSÁRIO ATRIBULADO!;ENID BLYTON
OS MINI-CINCO- UM MISTÉRIO PARA OS CINCO;ENID BLYTON
OS MINI-CINCO- UMA  TARDE DE PREGUIÇA!;ENID BLYTON
OS MINI-CINCO- UMA AVENTURA NAS FÉRIAS;ENID BLYTON
OS MINI-CINCO- UMA TARDE DE PREGUIÇA!;ENID BLYTON
OS MINIDETETIVES OS PEIXES BRILHAM NO ESCURO?  ;CRESSIDA COWELL
OS MINIDETETIVES- PORQUE CINTILAM AS ESTRELAS?;CRESSIDA COWELL
OS MIUDOS DO PIOLHO E O PIOLHOS DO MIÚDO;RITA TABORDA DUARTE
OS MÚSICOS DE BREMEN;IRMÃOS GRIMM
OS OVOS MISTERIOSOS;LUÍSA DUCLA SOARES
OS PAIS NÃO SABEM, MAS EU EXPLICO;MARIA JOÃO LOPES
OS PIORES PROFS. DO MUNDO;DAVID WALLIAMS
OS PIRATAS DAS CARAÍBAS;WALT DISNEY
OS PORTUGAS NO DAKAR;ELISABETE JACINTO
OS PRIMOS E A BRUXA CARTUXA;ANA MARIA MAGALHÃES E ISABEL ALÇADA
OS PRIMOS E O MAGO ENVERGONHADO;ANA MARIA MAGALHÃES E ISABEL ALÇADA
OS RATINHOS DO MAR;KENNETH STEVENS
OS SAPATOS DO PAI NATAL;JOSÉ FANHA
OS SAPATOS VERMELHOS;HANS CHRISTIAN ANDERSEN
OS SEIS MAGNÍFICOS;IRMÃOS GRIMM
OS SETE CABRITOS;XOSÉ BALLASTEROS
OS TIGRES NA PAREDE;JOANA ESTRELA
OS TRÊS MOSQUETEIROS;ALEXANDRE DUMAS
OS TRÊS PORQUINHOS;ELIZABETH GOLDING
OS TRÊS PORQUINHOS;JOSEPH JACOBS
OS TRÊS PORQUINHOS;JUDY HAMILTON
OS TRÊS PORQUINHOS;LUÍSA DUCLA SOARES
OS TRÊS PORQUINHOS;MARIA ISABEL SOARES
OS TRÊS PORQUINHOS;MIRIAM LATIMER
OS TRÊS PORQUINHOS;MÓNICA BOSOM (ADAPT.)
OS TRÊS PORQUINHOS;SUSANNA DAVIDSON
OS TRÊS PORQUINHOS;WALT DISNEY
OS TRÊS PORQUINHOS;XOSÉ BALLESTEROS
OS TRÊS TERRÍVEIS PORQUINHOS ;LIZ PICHON
OS TRÊS URSOS;WALT DISNEY
OS ÚLTIMOS MIÚDOS NA TERRA - VOL.1;MAX BRALLIER
OS ÚLTIMOS MIÚDOS NA TERRA- A MARCHA DOS ZOMBIS;MAX BRALLIER
OS URSOS NÃO LEEM!;EMMA CHICHESTER CLARK
OS VIZINHOS;EINAT TSARFATI
ÓSCAR E FAÍSCA;CLAIRE FREEDMAN
ÓSCAR- O UNICÓRNIO COMILÃO;LOU CARTER
OU ISTO OU AQUILO;CECÍLIA MEIRELES
OVELHINHA DÁ-ME LÃ;ISABEL MINHÓS MARTINS
OVOS VERDES E PRESUNTO;DR. SEUSS
OWHANA- A MINHA HISTÓRIA, OS MEUS SEGREDOS E AS MINHAS DICAS;ANA CATARINA RIBEIRO
PAFI E O INCÊNDIO NO PARQUE DE MERENDAS ;LARA XAVIER
PAFI ENSINA A POUPAR ÁGUA;LARA XAVIER
PAI NATAL, PAI NATAL, QUEM ÉS TU, AFINAL?;FERNANDO BENTO GOMES
PAI SARILHO;DAVID WALLIAMS
PALAVRAS ILUSTRADAS POESIA E PROSA POÉTICA PARA CRIANÇAS;AKIRA DOS SANTOS
PÂNICO NOS HIMALAIAS;GERONIMO STILTON
PAPÁ DAS PERNAS LONGAS;NADINE BRUN-COSME
PAPUÇA E DENTUÇA;WALT DISNEY
PAPUÇA E DENTUÇA- OS INIMIGOS AMIGOS;WALT DISNEY
PARA LÁ DO OCEANO;TARO GOMI
PARA ONDE FORAM AS CRIANÇAS?;SARA RODI
PARA ONDE FORAM AS CRIANÇAS? NA MINHA RUA;SARA RODI
PARA ONDE VAMOS QUANDO DESAPARECEMOS?;ISABEL MINHÓS MARTINS
PARÁBOLAS DE JESUS E AS SUAS MENSAGENS;MIGUEL DE OLIVEIRA
PASSA UM DIA NA QUINTA;AUTOR DESCONHECIDO
PATINAR COM OS URSOS;ANDREW BREAKSPEARE
PATRULHA PATA- A PODEROSA PATRULHA PATA AO RESGATE!;NICKELODEON
PATRULHA PATA- CACHORROS VOADORES;NICKELODEON
PATRULHA PATA- GATINHA A BORDO!;NICKELODEON
PATRULHA PATA- LÊ COM A SKYE E A EVEREST;NICKELODEON
PATRULHA PATA- MISSÃO CANINA;NICKELODEON
PATRULHA PATA- PARTIDA, LARGADA... MERGULHO!;NICKELODEON
PATRULHA PATA- VAMOS SALVAR O COMBOIO;NICKELODEON
PÉ ANTE PÉ ;LEO LIONNI
PÊ DE PAI;ISABEL MINHÓS MARTINS
PEDRÊS- A GALINHA BAILARINA;PATRÍCIA MARTINS
PEDRITO COELHO- FEBRE DO FUTEBOL!;BEATRIX POTTER
PEDRITO COELHO -FELIZ NATAL;BEATRIX POTTER
PEDRITO COELHO NHAM! NHAM!;BEATRIX POTTER
PEDRO APRENDE A GOSTAR DE FRUTA E LEGUMES ;SEDA DARCAN ÇIFTÇI
PEDRO APRENDE BRICOLAGEM;SANDRINE DEREDEL ROGEON
PEDRO E O LOBO;ESOPO
PEDRO E O LOBO;SERGEI PROKOFIEV
PEDRO E O PINHEIRINHO DE NATAL;SANDRINE DEREDEL ROGEON
PEDRO MALASARTES;ANTÓNIO MOTA
PEDRO NO ESTALEIRO;SANDRINE DEREDEL ROGEON
PEDRO PERDEU O COELHINHO;SANDRINE DEREDEL ROGEON
PEDRO QUER VER TELEVISÃO;SANDRINE DEREDEL ROGEON
PEDRO TEM MEDO DE FANTASMAS;SANDRINE DEREDEL ROGEON
PEDRO VAI AO PARQUE;SANDRINE DEREDEL ROGEON
PELE DE BURRO;MARIA JOÃO RODRIGUES (TRAD.)
PENSA EM GRANDE!;WALT DISNEY
PENSA NUM NÚMERO;JOHNNY BALL
PEPO E ESTELA;HORACIO ELENA
PEQUENAS GRANDES HISTÓRIAS- 101 HISTÓRIAS DE ANIMAIS ;VÁRIOS
PEQUENOS CORAÇÕES VERDES;JOÃO MANUEL RIBEIRO
PEQUENOS EM GRANDE;RICARDO MELO ARAÚJO
PEQUENOS LIVROS SOBRE GRANDES PESSOAS- ANNE FRANK;ISABEL THOMAS
PERDIDA DE RISO;GRAÇA BREIA
PERDIDO E ACHADO;OLIVER JEFFERS
PERIGOSO!;TIM WARNES
PETER PAN;J. M. BARRIE
PETER PAN EM A TERRA DO NUNCA;WALT DISNEY
PHINEAS E FERB 9 - INVERÃO;WALT DISNEY
PICASSO & VAN GOGH - PAREM A TERRA QUE EU QUERO SAIR!;ÁLVARO MAGALHÃES
PICASSO E VAN GOGH - O AMOR NÃO É PARA GATOS;ÁLVARO MAGALHÃES
PIMPOLHO, O PIOLHO;ANTOON KRINGS
PIMPONA, A GALINHA TONTA;MARIA CAROLINA PEREIRA ROSA 
PINGU PERDE A IRMÃ;SIBYLLE VON FLUE
PINGUIM;ANTÓNIO MOTA
PINÓQUIO;WALT DISNEY
PIPI DAS MEIAS ALTAS;ASTRID LINDGREN
PIPIM VAI AO MÉDICO;TIAGO SALGUEIRO
PIPIM, O PINGUIM- A GRANDE VIAGEM ;TIAGO SALGUEIRO
PIRATINHA BRINCALHÃO ;TRINDADE PEREIRA
PIU CAGANITA;TÂNIA BAILÃO LOPES
PJ MASKS - CONFUSÃO NO MUSEU;VÁRIOS
PLANTAS, FUNGOS E LÍQUENES;MARIA ANTONIETTA DEL MORO
PÓ DE ESTRELAS;JORGE SOUSA BRAGA
POCAHONTAS;WALT DISNEY
PODEROSOS HERÓIS MARVEL- VINGADORES - ERA DE ULTRON VOL.1;BRIAN MICHAEL BENDIS
POEMAS COM ANIMAIS;JOSÉ FANHA
POEMAS DA HORTA E OUTRAS VERDURAS;MANUELA LEITÃO
POEMAS DA MENTIRA E DA VERDADE;LUÍSA DUCLA SOARES
POEMAS DA MENTIRA E DA VERDADE ;LUÍSA DUCLA SOARES
POEMAS PARA BRINCALHAR ;JOÃO MANUEL RIBEIRO
POEMAS PEQUENINOS PARA MENINOS E MENINAS;LUÍS INFANTE
POESIAS DE TRAGÉDIA E VERSOS DE COMÉDIA;LAURA MIRPURI
PÕE-TE BOA, AVÓZINHA! ;DEBORAH HAUTZIG
POKÉMON;SATOSHI TAJIRI
PÓNEI MÁGICO- UM DESEJO ESPECIAL;SUE BENTLEY
POR AMOR A MIM;ERIC MANY
POR FAVOR, LEONOR!;MARIE-LOUISE GAY
POR QUE FUI ADOPTADO?;ROSA VARELA
PORQUE É QUE OS ANIMAIS NÃO CONDUZEM?;PEDRO SEROMENHO
PORQUE TEM A ARTE TANTA GENTE NUA?;SUSIE HODGE
PORTA-TE BEM!;JOSÉ JORGE LETRIA
PORTO PORTO;JOÃO PEDRO MÉSSEDER
PORTUGAL PARA MIÚDOS;JOSÉ JORGE LETRIA
POUPAR É GANHAR;RITA PEREIRA
POUPAR É GANHAR!;RITA PEREIRA
POWERPUFF GIRLS - CONTOS DE TOWNSVILLE ;CANDACE BRYAN
PRELÚDIO;PATRÍCIA COSTA
PRESOS;OLIVER JEFFERS
PRIMAVERA / UMA HISTÓRIA POR DIA;ANTÓNIO AVELAR DE PINHO
PRIMEIRAS PERGUNTAS SOBRE AS PLANTAS;GEORGE BEAL
PRIMEIROS PASSOS NO ESTUDO DA NATUREZA;ROY RICHARDS
PRINCESA BAILARINA;VÁRIOS
PRINCESA POPPY - BRINCA AO CARNAVAL;JANEY LOUISE JONES
PRINCESA POPPY - O BAILE DA FEIRA;JANEY JONES
PRINCESA POPPY- A CORRIDA DE PÓNEIS;JANEY LOUISE JONES
PRINCESA POPPY- ESTRELA DE BALLET;JANEY LOUISE JONES
PRINCESA POPPY- FÉRIAS EM PORTUGAL;JANEY LOUISE JONES 
PRINCESA POPPY- FESTA DO PIJAMA;JANEY LOUISE JONES
PRINCESA POPPY- FLOCO DE NEVE;JANEY LOUISE JONES
PRINCESA POPPY- O ANIVERSÁRIO;JANEY LOUISE JONES
PRINCESA POPPY- O PÓNEI BRILHANTE;JANEY LOUISE JONES
PRINCESA POPPY- PRINCESA DAS FLORES ;JANEY LOUISE JONES
PRINCESA POPPY- QUERO UM CÃOZINHO!;JANEY LOUISE JONES
PRINCESAS SECRETAS - FESTA DO PIJAMA;ROSIE BANKS
PRINCESAS SECRETAS- CÃO BRINCALHÃO;ROSIE BANKS
PRINCESAS SECRETAS- FELINOS FOFINHOS ;ROSIE BANKS
PRINCESAS SECRETAS- FÉRIAS REAIS;ROSIE BANKS
PRINCESAS SECRETAS- MODA DIVERTIDA;ROSIE BANKS
PRINCESAS SECRETAS- NOITE NO COLÉGIO;ROSIE BANKS
PRINCESAS SECRETAS- O COLAR MÁGICO;ROSIE BANKS
PRINCESAS SECRETAS- PRINCESAS POP;ROSIE BANKS
PRINCESAS SECRETAS- RESGATE ANIMAL;ROSIE BANKS
PROCURA OS ANIMAIS EM PERIGO;FRANCISCO ARREDONDO
PROCURANDO NEMO;WALT DISNEY
PROCURA-SE UM AMIGO!;KLAUS BAUMGART
PROCURA-SE! RALFY, O COELHO LADRÃO DE LIVROS;EMILY MACKENZIE
PROFESSOR DE CINCO ESTRELAS;ANA MARIA MAGALHÃES E ISABEL ALÇADA
PROTEGER O PLANETA;LOUISE SPILSBURY
PUCCA E A MAGIA DO TEATRO;CLÁUDIA SOFIA D' ALMEIDA
PUTO DETETIVE- AS AVENTURAS DE RORY BRANAGAN - BRIGADA CANINA;ANDREW CLOVER
Q DE QUIM ;MARIA JOÃO TEIXEIRA MORENO
QUANDO AS BALEIAS CAMINHAVAM;DOUGAL DIXON
QUANDO É QUE PASSEI A ACREDITAR NO PAI NATAL?;MARIA INÊS DE ALMEIDA
QUANDO ÉS UM MACACO;LOREDANA BALDINUCCI
QUANDO EU NASCI;ISABEL MINHÓS MARTINS
QUANDO FOR GRANDE QUERO SER TERAPEUTA DA FALA;CLAÚDIA BARRIGUINHA
QUANDO ME SINTO... TRISTE;TRACE MORONEY
QUANDO ME SINTO... ZANGADO;TRACE MORONEY
QUANDO O HOMEM BEIJOU A LUA;JOSÉ JORGE LETRIA
QUANTO PESA UM QUILOGRAMA?;ANA VICENTE
QUATRO MAÇÃS VERMELHAS;DAVID MCKEE
QUATRO MAÇÃS VERMELHAS ;DAVID MCKEE
QUATRO PATAS E OS GATINHOS;CARLOS BALDAIA
QUE COELHOS IRRITANTES!;CIARA FLOOD
QUE DESPERDÍCIO!;JESS FRENCH
QUE GRANDE ABÓBORA, MIMI!;VALERIE THOMAS
QUE HÁ POR BAIXO DA CAMA?;MICK MANNING
QUE HORAS SÃO CARTEIRO PAULO?;JOHN CUNLIFFE
QUE INJUSTIÇA!;DEBORAH HAUTZIG
QUE MEDO!;BARBARA FRANDINO
QUE MIÚFA NO KILIMANJARO!;GERONIMO STILTON
QUE OSSOS CURIOSOS!;ALLAN AHLBERG ET AL
QUE SUSTO!;ARMANDO QUINTERO
QUEM CONDUZ?;LEO TIMMERS
QUEM DÁ ASAS ÀS PALAVRAS;LUÍSA DUCLA SOARES
QUEM DÁ PRENDA AO PAI NATAL?;ALEXANDRE HONRADO
QUEM DÁ UM ABRAÇO AO MARTIM? ;DAVID MELLING
QUEM ESTÁ AÍ?;LUÍSA DUCLA SOARES
QUEM ESTÁ NA CASA DE BANHO?;JEANNE WILLIS
QUEM NÃO TRABUCA NÃO MANDUCA - A CIGARRA E A FORMIGA;LUÍSA DUCLA SOARES
QUEM QUER BRINCAR COMIGO?;TINO FREITAS
QUEM SERÁ O MEU JANTAR?;CLAIRE FREEDMAN
QUEM SOLTOU UM PUM?;ANA GARCIA MARTINS
QUEM SOLTOU UM PUM?;BLANDINA FRANCO
QUEM TEM MEDO DE FANTASMAS?;GERONIMO STILTON
QUEM TEM MEDO DO BICHO MATEMATICÃO?;HELENA DE JESUS PEREIRA
QUENTE DE MAIS PARA ABRAÇAR!;STEVE SMALLMAN
QUERES OUVIR? EU CONTO;IRENE LISBOA
QUERIDO PAI;ANGÉLIQUE PELLETIER
QUERIDOS LIVROS;ANA FARIA
QUERO UMA MÃE-ROBÔ;DAVIDE CALI
QUESTÕES CURIOSAS SOBRE... O NOSSO PLANETA;CAMILLA DE LA BÉDOYÈRE
RAFAELA;MARGARIDA FONSECA SANTOS
RAMBO- A FÚRIA DO HERÓI I;DAVID MORREL
RAPTADOS NO ESPAÇO;CHRISTÉLE DAIGMORTE
RAPUNZEL;IRMÃOS GRIMM
RAPUNZEL;MEGAN E. BRYANT
RAPUNZEL;SARAH GIBB
RAPUNZEL;WALT DISNEY
RÃS, PRINCÍPES E FEITICEIRAS;ANA MARIA MAGALHÃES E ISABEL ALÇADA
RATATUI;WALT DISNEY
RATO RENATO- NÃO ME APETECE IR DORMIR!;VALENTINA MAZZOLA
RAYA E O ÚLTIMO DRAGÃO;WALT DISNEY
RECUERDOS DE LOCOSMO;RICARDO MARIÑO
REGRESSO AO FUTURO ;VÁRIOS
REI ARTUR;ALLAN MASSIE
REI LEÃO;ANA MARIA MAGALHÃES
REINO CINTILANTE ;VERGÍLIO ALBERTO VIEIRA
REINO SECRETO- O VALE DOS SONHOS;ROSIE BANKS
RESOLVE COM O SHERLOCK HOLMES;GARETH MOORE
REVISTA DOIS PONTOS - QUE ABSURDO!;VÁRIOS 
RIMAS;CATARINA CARDOSO
ROBERTICES;LUÍSA DUCLA SOARES
ROBIN DOS BOSQUES;WALT DISNEY
ROBLOX JOGOS DE AVENTURAS BRUTAIS;ALEX WILTSHIRE E CRAIG JELLEY
ROLA, ROLA, MEU QUEIJINHO;ANDREIA CONDESSO ET AL
ROMEU E JULIETA;WILLIAM SHAKESPEARE
ROMEU SUSPIRA, JULIETA ESPIRRA;MARIA AMÁLIA CAMARGO
RONALDO;SIMON MUGFORD
ROSA BRANCA;ROBERTO INNOCENTI
ROSA, NÃO SEJAS MENTIROSA!;PHIL ROXBEE COX
RUCA ENVIA UMA CARTA;JOCELINE SANSCHAGRIN
RUCA- O MEU PRIMEIRO DICIONÁRIO DE IMAGENS;PIERRE BRIGNAUD
RUCA VAI AO JARDIM ZOOLÓGICO;ASA
RUCA VAI AO JARDIM ZOOLÓGICO ;ASA
RUCA VAI TRABALHAR;ROGER HARVEY
S DE SUSANA;CATHERINE RAMBERT
SABES QUE TAMBÉM PODES RALHAR COM OS TEUS PAIS?;MARIA INÊS DE ALMEIDA
SALADA DE FLORES;FERNANDA BOTELHO
SALVADOR, O PEQUENO HERÓI;ROSA PEIXOTO
SALVEMOS A BALEIA BRANCA!;GERONIMO STILTON
SAMUEL;TÓ DE PORTO D'AVE
SAPO É SAPO;MAX VELTHUIJS
SAUDADES DO TEU ABRAÇO;EOIN MCLAUGHLIN
SCOOBY-DOO! O FANTASMA NO QUINTAL;ROBIN WASSERMAN
SE ALGUM DIA VIERES À TERRA;SOPHIE BLACKALL
SE ENCONTRARES UM LEÃO;KARL NEWSON
SE EU FOSSE MUITO ALTO;ANTÓNIO MOTA
